dataset,pair_id,group_id,piece_a_id,piece_b_id,event_index,event_id,gt_a_s,gt_b_s,pred_b_s,signed_error_ms,abs_error_ms,error_sign,gt_b_frame,pred_b_frame,off_50ms,off_100ms,off_200ms
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,48,49,56.738480726,54.534263039,54.59335600944671,59.092970446705806,59.092970446705806,late,10932,10943,True,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,18,19,43.389138322,47.82446712,47.76643990929705,-58.027210702952914,58.027210702952914,early,9587,9575,True,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,30,31,74.302471655,79.128594104,79.18588435291952,57.2902489195144,57.2902489195144,late,15862,15873,True,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,9,9,23.088684807,22.093151927,22.036077097249432,-57.07482975056877,57.07482975056877,early,4429,4417,True,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,5,6,12.022108844,13.46569161,13.408956916562358,-56.734693437642036,56.734693437642036,early,2699,2688,True,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,28,29,112.521496599,110.550226757,110.4938775510204,-56.34920597960047,56.34920597960047,early,22160,22149,True,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,51,51,136.271428571,133.182380952,133.23832199503627,55.941043036284555,55.941043036284555,late,26697,26708,True,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,55,56,164.952176871,182.721088435,182.6654535151168,-55.63491988320379,55.63491988320379,early,36627,36616,True,False,False
swd,D911-17_HU33_SC06,D911-17,Schubert_D911-17_HU33,Schubert_D911-17_SC06,39,40,149.103356009,150.305124717,150.36049886614288,55.37414914286387,55.37414914286387,late,30129,30140,True,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,12,13,30.720294785,41.565170068,41.620521542369616,55.35147436961552,55.35147436961552,late,8332,8343,True,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,12,13,48.716077098,48.231814059,48.17730158779592,-54.512471204084534,54.512471204084534,early,9668,9657,True,False,False
swd,D911-02_HU33_SC06,D911-02,Schubert_D911-02_HU33,Schubert_D911-02_SC06,15,15,25.925079365,24.586099773,24.532743764053286,-53.35600894671444,53.35600894671444,early,4928,4918,True,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,35,36,98.972222222,115.567437642,115.51462585011791,-52.81179188209251,52.81179188209251,early,23166,23155,True,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,30,30,79.239954649,76.413560091,76.46625850387528,52.698412875287204,52.698412875287204,late,15317,15328,True,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,18,18,46.622947846,45.01276644,45.064852608197285,52.08616819728462,52.08616819728462,late,9023,9033,True,False,False
swd,D911-17_HU33_SC06,D911-17,Schubert_D911-17_HU33,Schubert_D911-17_SC06,16,17,52.640702948,62.984331066,62.932482993428565,-51.84807257143831,51.84807257143831,early,12625,12615,True,False,False
swd,D911-17_HU33_SC06,D911-17,Schubert_D911-17_HU33,Schubert_D911-17_SC06,19,20,66.760816327,75.242154195,75.2938775510204,51.723356020403344,51.723356020403344,late,15083,15093,True,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,70,70,189.825442177,183.571156463,183.51977324275967,-51.383220240325045,51.383220240325045,early,36798,36787,True,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,19,20,76.384489796,74.801609977,74.85297052162359,51.36054462359141,51.36054462359141,late,14994,15005,True,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,6,6,15.128662132,14.57877551,14.629795918848073,51.02040884807302,51.02040884807302,late,2922,2933,True,False,False
swd,D911-17_HU33_SC06,D911-17,Schubert_D911-17_HU33,Schubert_D911-17_SC06,2,3,5.95154195,8.680249433,8.730226757256236,49.977324256236244,49.977324256236244,late,1740,1750,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,43,43,114.962358277,112.269637188,112.31927437784131,49.63718984130594,49.63718984130594,late,22505,22515,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,19,20,45.833696145,50.608208617,50.65773242617914,49.523809179135014,49.523809179135014,late,10145,10155,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,12,13,14.704172336,14.491587302,14.442176870748298,-49.41043125170097,49.41043125170097,early,2905,2895,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,46,46,122.74877551,119.650022676,119.60092970501134,-49.09297098866716,49.09297098866716,early,23984,23975,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,52,52,138.908662132,135.859274376,135.81070294832654,-48.57142767346545,48.57142767346545,early,27234,27224,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,57,58,66.481632653,64.011020408,64.059410430839,48.39002283900129,48.39002283900129,late,12831,12841,False,False,False
swd,D911-17_HU33_SC06,D911-17,Schubert_D911-17_HU33,Schubert_D911-17_SC06,11,12,34.91952381,43.422040816,43.47009070342404,48.04988742404248,48.04988742404248,late,8704,8714,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,12,13,28.522040816,31.976122449,32.02408163232653,47.9591833265296,47.9591833265296,late,6410,6419,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,71,71,192.757188209,186.249886621,186.20208616818365,-47.800452816346706,47.800452816346706,early,37335,37325,False,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,8,9,19.703219955,29.767641723,29.720453515090703,-47.18820790929712,47.18820790929712,early,5967,5958,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,60,60,160.906825397,155.856870748,155.90319727908619,46.32653108618001,46.32653108618001,late,31242,31252,False,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,19,20,50.498594104,63.457709751,63.50403628087075,46.326529870746924,46.326529870746924,late,12720,12730,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,16,17,19.71755102,19.045011338,18.999183673061225,-45.82766493877344,45.82766493877344,early,3818,3808,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,52,53,128.689931973,136.572879819,136.5271201816168,-45.7596373832132,45.7596373832132,early,27377,27367,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,54,54,144.202063492,140.765283447,140.71997732419956,-45.30612280044011,45.30612280044011,early,28217,28208,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,66,67,160.633424036,170.236848073,170.19170067999093,-45.14739300907422,45.14739300907422,early,34125,34116,False,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,17,18,44.89047619,56.883764172,56.92811791335601,44.35374135601222,44.35374135601222,late,11403,11411,False,False,False
swd,D911-17_HU33_SC06,D911-17,Schubert_D911-17_HU33,Schubert_D911-17_SC06,30,31,113.708027211,115.444920635,115.48897959195239,44.05895695238371,44.05895695238371,late,23141,23150,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,26,26,68.15521542,65.85446712,65.81054421818594,-43.92290181405656,43.92290181405656,early,13201,13192,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,9,10,34.468117914,36.006598639,36.04952380969161,42.9251706916034,42.9251706916034,late,7218,7226,False,False,False
swd,D911-17_HU33_SC06,D911-17,Schubert_D911-17_HU33,Schubert_D911-17_SC06,47,48,184.577664399,182.13521542,182.17811791373924,42.90249373923416,42.90249373923416,late,36510,36518,False,False,False
swd,D911-02_HU33_SC06,D911-02,Schubert_D911-02_HU33,Schubert_D911-02_SC06,19,19,32.600816327,31.455306122,31.41346938845918,-41.83673354081918,41.83673354081918,early,6305,6297,False,False,False
swd,D911-18_HU33_SC06,D911-18,Schubert_D911-18_HU33,Schubert_D911-18_SC06,4,5,8.751020408,9.508435374,9.54965986370068,41.22448970068149,41.22448970068149,late,1906,1914,False,False,False
swd,D911-17_HU33_SC06,D911-17,Schubert_D911-17_HU33,Schubert_D911-17_SC06,44,45,172.014036281,170.019773243,169.97866213134012,-41.111111659887456,41.111111659887456,early,34081,34073,False,False,False
swd,D911-02_HU33_SC06,D911-02,Schubert_D911-02_HU33,Schubert_D911-02_SC06,41,41,77.245714286,76.367346939,76.40825396868253,40.90702968252913,40.90702968252913,late,15308,15316,False,False,False
swd,D911-18_HU33_SC06,D911-18,Schubert_D911-18_HU33,Schubert_D911-18_SC06,8,9,17.152789116,18.435759637,18.3949659867483,-40.79365025170034,40.79365025170034,early,3696,3687,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,17,17,43.889727891,42.51324263,42.47294784564853,-40.29478435147382,40.29478435147382,early,8522,8514,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,2,2,3.884263039,3.918571429,3.8783219961417235,-40.249432858276535,40.249432858276535,early,785,777,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,59,60,68.476235828,66.117505669,66.07727891290703,-40.226756092963,40.226756092963,early,13254,13245,False,False,False
swd,D911-02_HU33_SC06,D911-02,Schubert_D911-02_HU33,Schubert_D911-02_SC06,36,36,65.190385488,63.419501134,63.379501134258504,-39.999999741496595,39.999999741496595,early,12713,12705,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,80,80,221.889886621,214.626938776,214.5873015873016,-39.637188698407044,39.637188698407044,early,43023,43015,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,33,34,132.160929705,130.318526077,130.27891156462584,-39.614512374157584,39.614512374157584,early,26123,26115,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,40,41,164.297573696,157.304126984,157.34337868466216,39.2517006621631,39.2517006621631,late,31532,31540,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,38,39,153.72430839,148.834580499,148.79551020405896,-39.070294941041084,39.070294941041084,early,29835,29827,False,False,False
swd,D911-17_HU33_SC06,D911-17,Schubert_D911-17_HU33,Schubert_D911-17_SC06,14,15,45.5130839,54.995578231,54.956621314965986,-38.9569160340173,38.9569160340173,early,11024,11016,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,0,1,0.375510204,0.693287982,0.6544217685034015,-38.86621349659847,38.86621349659847,early,139,131,False,False,False
swd,D911-02_HU33_SC06,D911-02,Schubert_D911-02_HU33,Schubert_D911-02_SC06,42,42,79.080090703,78.230975057,78.19210884358957,-38.866213410429395,38.866213410429395,early,15682,15674,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,28,29,68.263197279,74.025487528,73.98684807256235,-38.639455437646575,38.639455437646575,early,14839,14831,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,16,17,64.99446712,63.878435374,63.91691609959183,38.4807255918318,38.4807255918318,late,12805,12812,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,14,14,35.979274376,34.588979592,34.62734693835827,38.36734635827099,38.36734635827099,late,6934,6941,False,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,45,46,131.627165533,147.617687075,147.65573696157145,38.04988657145714,38.04988657145714,late,29591,29598,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,36,37,89.690816327,94.15755102,94.1955782317619,38.02721176190005,38.02721176190005,late,18874,18882,False,False,False
swd,D911-18_HU33_SC06,D911-18,Schubert_D911-18_HU33,Schubert_D911-18_SC06,12,13,27.375442177,27.69675737,27.73462585046939,37.86848046938829,37.86848046938829,late,5552,5560,False,False,False
swd,D911-02_HU33_SC06,D911-02,Schubert_D911-02_HU33,Schubert_D911-02_SC06,6,6,8.955102041,9.226870748,9.264399093154195,37.52834515419501,37.52834515419501,late,1850,1857,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,48,49,120.342018141,127.946893424,127.90981859451473,-37.074829485263194,37.074829485263194,early,25648,25640,False,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,0,1,0.525351474,0.977346939,1.014240362888889,36.89342388888895,36.89342388888895,late,196,203,False,False,False
swd,D911-18_HU33_SC06,D911-18,Schubert_D911-18_HU33,Schubert_D911-18_SC06,18,19,40.969546485,40.696938776,40.6602494328458,-36.689343154201026,36.689343154201026,early,8158,8151,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,20,21,48.5830839,53.333741497,53.297369614285714,-36.37188271428471,36.37188271428471,early,10691,10684,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,50,51,58.886848073,56.620544218,56.656916100210886,36.3718822108865,36.3718822108865,late,11350,11357,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,61,61,163.654240363,158.364965986,158.40117913851023,36.21315251024271,36.21315251024271,late,31745,31752,False,False,False
swd,D911-02_HU33_SC06,D911-02,Schubert_D911-02_HU33,Schubert_D911-02_SC06,12,12,21.004081633,19.731156463,19.695464853128115,-35.69160987188624,35.69160987188624,early,3955,3948,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,51,52,60.025147392,57.694897959,57.73036281150114,35.464852501135624,35.464852501135624,late,11565,11572,False,False,False
swd,D911-02_HU33_SC06,D911-02,Schubert_D911-02_HU33,Schubert_D911-02_SC06,28,28,50.244013605,48.508480726,48.473038548310655,-35.44217768934743,35.44217768934743,early,9724,9717,False,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,36,37,102.459092971,118.567120181,118.60240362859638,35.283447596370365,35.283447596370365,late,23767,23774,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,65,65,174.870907029,168.505056689,168.54029478410203,35.23809510201659,35.23809510201659,late,33778,33785,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,15,15,38.535283447,37.442857143,37.407845805276644,-35.011337723354075,35.011337723354075,early,7506,7499,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,32,33,38.987755102,37.261473923,37.2267573695737,-34.71655342629987,34.71655342629987,early,7469,7462,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,27,27,70.819115646,68.350045351,68.38464852581859,34.6031748185851,34.6031748185851,late,13701,13708,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,38,39,45.70031746,43.793922902,43.75972789083901,-34.195011160989,34.195011160989,early,8779,8772,False,False,False
swd,D911-02_HU33_SC06,D911-02,Schubert_D911-02_HU33,Schubert_D911-02_SC06,27,27,46.42829932,45.324988662,45.290884354013606,-34.10430798639652,34.10430798639652,early,9086,9079,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,35,35,93.009319728,89.85170068,89.81798185973696,-33.71882026303297,33.71882026303297,early,18011,18004,False,False,False
swd,D911-17_HU33_SC06,D911-17,Schubert_D911-17_HU33,Schubert_D911-17_SC06,32,33,120.679954649,123.10755102,123.07451247212926,-33.03854787074556,33.03854787074556,early,24677,24671,False,False,False
swd,D911-02_HU33_SC06,D911-02,Schubert_D911-02_HU33,Schubert_D911-02_SC06,33,33,60.128072562,58.329342404,58.36235827664399,33.0158726439862,33.0158726439862,late,11692,11699,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,5,5,12.311043084,11.63952381,11.672494331165533,32.97052116553267,32.97052116553267,late,2333,2340,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,51,52,126.615147392,134.468276644,134.50117913788662,32.90249388660982,32.90249388660982,late,26955,26961,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,42,43,104.359047619,111.365646259,111.39804988657369,32.40362757368587,32.40362757368587,late,22324,22330,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,15,16,35.749115646,39.627301587,39.59537414940136,-31.927437598639585,31.927437598639585,early,7943,7937,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,31,31,81.912698413,79.017505669,79.04920634950794,31.700680507938728,31.700680507938728,late,15839,15846,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,3,4,11.299002268,13.824852608,13.793333333759637,-31.51927424036316,31.51927424036316,early,2771,2765,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,54,55,133.328390023,141.463333333,141.49482993229705,31.49659929704285,31.49659929704285,late,28357,28363,False,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,7,8,17.051768707,25.86537415,25.896666666183677,31.2925161836759,31.2925161836759,late,5185,5191,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,29,30,116.311428571,114.746190476,114.71505668891382,-31.133787086176312,31.133787086176312,early,23001,22995,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,12,12,30.928548753,29.557210884,29.526156462833335,-31.054421166665236,31.054421166665236,early,5925,5919,False,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,50,51,147.138004535,164.432698413,164.46362811776643,30.92970476643586,30.92970476643586,late,32961,32967,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,36,37,144.043900227,141.319229025,141.3500226759796,30.793650979603626,30.793650979603626,late,28328,28334,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,50,50,133.445102041,130.557188209,130.52673469406125,-30.453514938756143,30.453514938756143,early,26171,26165,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,29,30,34.876439909,33.929070295,33.898662131222224,-30.40816377777844,30.40816377777844,early,6801,6795,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,19,19,49.615941043,47.684852608,47.715260770891156,30.40816289115611,30.40816289115611,late,9559,9565,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,23,23,60.226734694,58.116235828,58.14646258515646,30.226757156462725,30.226757156462725,late,11650,11656,False,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,49,50,144.194580499,160.832857143,160.80298185961112,-29.875283388889784,29.875283388889784,early,32240,32234,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,33,34,40.220521542,38.34,38.36972789120635,29.727891206349,29.727891206349,late,7685,7691,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,45,46,53.501836735,51.262312925,51.29185941073696,29.54648573695806,29.54648573695806,late,10276,10282,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,72,73,174.191927438,184.30739229,184.33668934312016,29.2970531201604,29.2970531201604,late,36945,36951,False,False,False
swd,D911-24_HU33_SC06,D911-24,Schubert_D911-24_HU33,Schubert_D911-24_SC06,21,22,56.4838322,69.789274376,69.81852607755103,29.25170155103274,29.25170155103274,late,13990,13995,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,7,8,9.093877551,8.705623583,8.734693877530614,29.07029453061405,29.07029453061405,late,1745,1751,False,False,False
swd,D911-17_HU33_SC06,D911-17,Schubert_D911-17_HU33,Schubert_D911-17_SC06,31,32,117.044943311,119.248866213,119.2200000003424,-28.86621265760425,28.86621265760425,early,23904,23898,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,11,11,28.328344671,27.051247166,27.02267573665873,-28.57142934126955,28.57142934126955,early,5423,5417,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,82,82,228.670113379,221.888412698,221.86022675831512,-28.185939684874484,28.185939684874484,early,44479,44473,False,False,False
swd,D911-02_HU33_SC06,D911-02,Schubert_D911-02_HU33,Schubert_D911-02_SC06,11,11,19.265306122,18.140589569,18.168707482993195,28.117913993195742,28.117913993195742,late,3636,3642,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,5,6,18.463741497,21.026099773,20.99798185981179,-28.117913188207666,28.117913188207666,early,4215,4209,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,24,25,58.420702948,64.009931973,64.03793650809071,28.004535090715876,28.004535090715876,late,12831,12837,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,38,38,101.01755102,97.688117914,97.66018140548753,-27.936508512468095,27.936508512468095,early,19582,19576,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,37,38,44.576099773,42.738049887,42.7103401358118,-27.709751188204734,27.709751188204734,early,8567,8561,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,43,44,51.237732426,49.135238095,49.10757369584127,-27.664399158730646,27.664399158730646,early,9849,9844,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,46,47,188.155011338,179.811678005,179.78403628131065,-27.641723689356468,27.641723689356468,early,36044,36039,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,2,3,2.866507937,3.003560091,3.0311337873401363,27.573696340136067,27.573696340136067,late,602,608,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,27,28,109.097210884,106.04170068,106.0690929701678,27.392290167796318,27.392290167796318,late,21257,21262,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,14,15,58.0769161,55.595464853,55.622494331292515,27.02947829251201,27.02947829251201,late,11144,11150,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,34,35,84.573219955,89.115192744,89.08817460370182,-27.018140298181947,27.018140298181947,early,17864,17858,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,59,59,158.197709751,153.435555556,153.4085941047415,-26.9614512585008,26.9614512585008,early,30757,30751,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,2,3,5.051337868,5.687868481,5.714829931492064,26.96145049206411,26.96145049206411,late,1140,1146,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,75,75,204.283560091,196.992040816,196.96519274406123,-26.84807193878669,26.84807193878669,early,39488,39483,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,63,64,73.214489796,70.632244898,70.60541950121541,-26.82539678458795,26.82539678458795,early,14159,14153,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,22,22,57.585056689,55.612653061,55.63947845770748,26.825396707479854,26.825396707479854,late,11148,11153,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,29,30,71.062063492,76.49138322,76.46478458043536,-26.59863956463937,26.59863956463937,early,15333,15328,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,5,6,6.481496599,6.489863946,6.5164172339206345,26.553287920634716,26.553287920634716,late,1301,1306,False,False,False
swd,D911-22_HU33_SC06,D911-22,Schubert_D911-22_HU33,Schubert_D911-22_SC06,6,7,7.851020408,7.740793651,7.76734693877551,26.553287775509915,26.553287775509915,late,1552,1557,False,False,False
swd,D911-17_HU33_SC06,D911-17,Schubert_D911-17_HU33,Schubert_D911-17_SC06,33,34,124.044376417,126.841564626,126.86795918343991,26.39455743991448,26.39455743991448,late,25426,25431,False,False,False
swd,D911-07_HU33_SC06,D911-07,Schubert_D911-07_HU33,Schubert_D911-07_SC06,9,10,21.329569161,24.133718821,24.160090702947844,26.371881947845566,26.371881947845566,late,4838,4843,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,50,51,204.813469388,196.141904762,196.1681179140771,26.21315207710495,26.21315207710495,late,39318,39323,False,False,False
swd,D911-20_HU33_SC06,D911-20,Schubert_D911-20_HU33,Schubert_D911-20_SC06,8,8,20.537823129,19.618639456,19.64485260745805,26.213151458048145,26.213151458048145,late,3933,3938,False,False,False
swd,D911-06_HU33_SC06,D911-06,Schubert_D911-06_HU33,Schubert_D911-06_SC06,26,27,103.935714286,102.009342404,101.98321995464852,-26.122449351476007,26.122449351476007,early,20448,20443,False,False,False
swd,D911-02_HU33_SC06,D911-02,Schubert_D911-02_HU33,Schubert_D911-02_SC06,29,29,53.007664399,51.534897959,51.56095238085941,26.054421859413424,26.054421859413424,late,10330,10336,False,False,False
